ID WHO city,Region,iso3,Country,City,Location,lon,lat,pm10,Year,Number and type of monitoring stations,note on converted PM10,pm25,note on converted PM2.5,Temporal coverage,for air quality
162,Eur LMI,BIH,Bosnia and Herzegovina,SARAJEVO,"SARAJEVO, Bosnia and Herzegovina",18.4130763,43.8562586,50,2010,0,measured data,30,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1567,Eur HI,ITA,Italy,MONDAINO,"MONDAINO, Italy",12.6719206,43.857429,15,2013,0,measured data,10,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1666,Eur HI,ITA,Italy,VIAREGGIO,"VIAREGGIO, Italy",10.2513103,43.8657267,27,2013,0,measured data,18,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1600,Eur HI,ITA,Italy,PRATO,"PRATO, Italy",11.102228,43.8777049,29,2013,"1 station, traffic, urban",measured data,20,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
911,Eur HI,FRA,France,MONT-DE-MARSAN,"MONT-DE-MARSAN, France",-0.499782,43.893485,20,2014,"1 station, Traffic urban",measured data,10,measured data,PM10: >75%; PM2.5:>75%,"Ministère de l'environnement, de l'énergie et de la mer"
310,Amr HI,CAN,Canada,OSHAWA,"OSHAWA, Canada",-78.8657912,43.8970929,12,2013,"1 station, NA",converted from PM2.5,7,measured data,PM10: NA; PM2.5:>75%,National Air Pollution Surveillance Network.
963,Eur HI,FRA,France,ROUSSILLON,"ROUSSILLON, France",5.292936,43.902293,23,2014,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"Ministère de l'environnement, de l'énergie et de la mer"
2091,Eur LMI,ROU,Romania,GIURGIU,"GIURGIU, Romania",25.9699265,43.9037076,30,2013,0,measured data,22,converted from PM10,PM10: <75 % but annually representative; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
731,Eur HI,FRA,France,ALBI,"ALBI, France",2.1486413,43.9250853,16,2014,"1 station, Background urban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"Ministère de l'environnement, de l'énergie et de la mer"
1593,Eur HI,ITA,Italy,PISTOIA,"PISTOIA, Italy",10.9078587,43.9303475,23,2013,0,measured data,15,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1570,Eur HI,ITA,Italy,MONTALE,"MONTALE, Italy",11.017563,43.9347424,29,2013,"1 station, background, rural",measured data,19,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
745,Eur HI,FRA,France,AVIGNON,"AVIGNON, France",4.805528,43.949317,22,2014,"1 station, Background urban",measured data,13,measured data,PM10: >75%; PM2.5:>75%,"Ministère de l'environnement, de l'énergie et de la mer"
870,Eur HI,FRA,France,LE PONTET,"LE PONTET, France",4.863831,43.9591489,24,2014,0,measured data,15,converted from PM10,PM10: >75%; PM2.5:NA,"Ministère de l'environnement, de l'énergie et de la mer"
2074,Eur LMI,ROU,Romania,ALEXANDRIA,"ALEXANDRIA, Romania",25.3282579,43.9750572,23,2013,0,measured data,17,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1664,Eur HI,ITA,Italy,VERUCCHIO,"VERUCCHIO, Italy",12.4224544,43.9834232,19,2013,0,measured data,12,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2899,Amr HI,USA,United States of America,"Rochester, MN","Rochester, MN, United States of America",-92.4801989,44.0121221,11,2014,"1 station, NA",converted from PM2.5,6,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2792,Amr HI,USA,United States of America,"Lewiston-Auburn, ME","Lewiston-Auburn, ME, United States of America",-70.2856675,44.0164814,14,2014,"1 station, NA",converted from PM2.5,8,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1439,Eur HI,ITA,Italy,ALBENGA,"ALBENGA, Italy",8.2156113,44.0494254,18,2013,"1 station, traffic, urban",measured data,12,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2709,Amr HI,USA,United States of America,"Eugene-Springfield, OR","Eugene-Springfield, OR, United States of America",-123.086563,44.051085,14,2014,"5 stations, NA",converted from PM2.5,8,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
986,Eur HI,FRA,France,SAINT-LAURENT-DES-ARBRES,"SAINT-LAURENT-DES-ARBRES, France",4.699936,44.05483,16,2014,"1 station, Background urban",measured data,12,measured data,PM10: >75%; PM2.5:>75%,"Ministère de l'environnement, de l'énergie et de la mer"
2969,Amr HI,USA,United States of America,"Winona, MN","Winona, MN, United States of America",-91.6663523,44.0553908,15,2014,"1 station, NA",converted from PM2.5,8,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
304,Amr HI,CAN,Canada,NEWMARKET,"NEWMARKET, Canada",-79.461256,44.059187,12,2013,"1 station, NA",converted from PM2.5,7,measured data,PM10: NA; PM2.5:>75%,National Air Pollution Surveillance Network.
1608,Eur HI,ITA,Italy,RIMINI,"RIMINI, Italy",12.5695158,44.0678288,31,2013,"1 station, background, urban",measured data,20,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1483,Eur HI,ITA,Italy,CARRARA,"CARRARA, Italy",10.097677,44.0793245,24,2013,0,measured data,16,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
940,Eur HI,FRA,France,POINTE-A-PITRE,"POINTE-A-PITRE, France",1.989462,44.079822,23,2014,0,measured data,14,converted from PM10,PM10: <75%; PM2.5:NA,"Ministère de l'environnement, de l'énergie et de la mer"
2891,Amr HI,USA,United States of America,"Rapid City, SD","Rapid City, SD, United States of America",-103.2310149,44.0805434,11,2014,"1 station, NA",converted from PM2.5,6,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1631,Eur HI,ITA,Italy,SAVIGNANO SUL RUBICONE,"SAVIGNANO SUL RUBICONE, Italy",12.4007392,44.0936826,29,2013,"1 station, background, suburban",measured data,17,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1541,Eur HI,ITA,Italy,LA SPEZIA,"LA SPEZIA, Italy",9.8240826,44.1024504,23,2013,"2 stations, traffic, urban",measured data,14,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2901,Amr HI,USA,United States of America,"Rumford (census name for Rumford Compact),Oxford,ME","Rumford (census name for Rumford Compact),Oxford,ME, United States of America",-70.4931557,44.1317459,14,2014,"1 station, NA",converted from PM2.5,8,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1494,Eur HI,ITA,Italy,CESENA,"CESENA, Italy",12.2464292,44.1396438,23,2013,0,measured data,15,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1597,Eur HI,ITA,Italy,PORRETTA TERME,"PORRETTA TERME, Italy",10.9761849,44.1553432,9,2013,"1 station, background, rural",measured data,6,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2086,Eur LMI,ROU,Romania,CONSTANTA,"CONSTANTA, Romania",28.6348138,44.1598013,37,2013,0,measured data,27,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1625,Eur HI,ITA,Italy,SANTO STEFANO DI MAGRA,"SANTO STEFANO DI MAGRA, Italy",9.9156487,44.1613458,21,2013,0,measured data,14,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
243,Amr HI,CAN,Canada,BELLEVILLE,"BELLEVILLE, Canada",-77.3832315,44.1627589,12,2013,"1 station, NA",converted from PM2.5,7,measured data,PM10: NA; PM2.5:>75%,National Air Pollution Surveillance Network.
726,Eur HI,FRA,France,AGEN,"AGEN, France",0.616363,44.203142,15,2014,0,measured data,9,converted from PM10,PM10: >75%; PM2.5:NA,"Ministère de l'environnement, de l'énergie et de la mer"
1526,Eur HI,ITA,Italy,FORLI',"FORLI', Italy",12.0407312,44.2227398,24,2013,"1 station, traffic, urban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
284,Amr HI,CAN,Canada,KINGSTON,"KINGSTON, Canada",-76.4859544,44.2311717,11,2013,"1 station, NA",converted from PM2.5,6,measured data,PM10: NA; PM2.5:>75%,National Air Pollution Surveillance Network.
2806,Amr HI,USA,United States of America,"Manistee,Manistee,MI","Manistee,Manistee,MI, United States of America",-86.324253,44.2444473,11,2014,"1 station, NA",converted from PM2.5,6,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2652,Amr HI,USA,United States of America,"Cadillac, MI","Cadillac, MI, United States of America",-85.4011619,44.2519526,10,2014,"1 station, NA",converted from PM2.5,6,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1656,Eur HI,ITA,Italy,VADO LIGURE,"VADO LIGURE, Italy",8.3910127,44.2560606,22,2013,"1 station, traffic, urban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2615,Amr HI,USA,United States of America,"Appleton, WI","Appleton, WI, United States of America",-88.4153847,44.2619309,16,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1493,Eur HI,ITA,Italy,CERVIA,"CERVIA, Italy",12.3476822,44.2635492,25,2013,0,measured data,16,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1516,Eur HI,ITA,Italy,FAENZA,"FAENZA, Italy",11.8774091,44.2898527,20,2013,"1 station, background, urban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2728,Amr HI,USA,United States of America,"Gillette, WY","Gillette, WY, United States of America",-105.5022205,44.2910915,8,2014,"3 stations, NA",converted from PM2.5,4,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1602,Eur HI,ITA,Italy,QUILIANO,"QUILIANO, Italy",8.4027633,44.2934414,20,2013,"1 station, industrial, suburban",measured data,13,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1632,Eur HI,ITA,Italy,SAVONA,"SAVONA, Italy",8.4645,44.2975603,18,2013,"2 stations, traffic, urban",measured data,13,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2885,Amr HI,USA,United States of America,"Prineville, OR","Prineville, OR, United States of America",-120.8344664,44.2998485,18,2014,"1 station, NA",converted from PM2.5,10,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
314,Amr HI,CAN,Canada,PETERBOROUGH,"PETERBOROUGH, Canada",-78.319747,44.309058,12,2013,"1 station, NA",converted from PM2.5,7,measured data,PM10: NA; PM2.5:>75%,National Air Pollution Surveillance Network.
2087,Eur LMI,ROU,Romania,CRAIOVA,"CRAIOVA, Romania",23.7948808,44.3301785,26,2013,0,measured data,19,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1440,Eur HI,ITA,Italy,ALBISOLA SUPERIORE,"ALBISOLA SUPERIORE, Italy",8.5099097,44.3362409,9,2013,0,measured data,6,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1603,Eur HI,ITA,Italy,RAPALLO,"RAPALLO, Italy",9.2338889,44.3498211,28,2013,0,measured data,18,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1481,Eur HI,ITA,Italy,CARCARE,"CARCARE, Italy",8.2885486,44.3584369,26,2013,0,measured data,17,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1539,Eur HI,ITA,Italy,IMOLA,"IMOLA, Italy",11.7124294,44.3599996,23,2013,0,measured data,15,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1668,Eur HI,ITA,Italy,VILLA MINOZZO,"VILLA MINOZZO, Italy",10.4666809,44.3648702,8,2013,0,measured data,5,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1510,Eur HI,ITA,Italy,CUNEO,"CUNEO, Italy",7.5426711,44.3844766,22,2013,"1 station, background, urban",measured data,15,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
240,Amr HI,CAN,Canada,BARRIE,"BARRIE, Canada",-79.6903316,44.3893556,12,2013,"1 station, NA",converted from PM2.5,7,measured data,PM10: NA; PM2.5:>75%,National Air Pollution Surveillance Network.
1490,Eur HI,ITA,Italy,CENGIO,"CENGIO, Italy",8.1971064,44.3917793,11,2013,0,measured data,7,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1475,Eur HI,ITA,Italy,CAIRO MONTENOTTE,"CAIRO MONTENOTTE, Italy",8.2732463,44.4008072,24,2013,"3 stations, industrial, suburban",measured data,18,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1530,Eur HI,ITA,Italy,GENOVA,"GENOVA, Italy",8.946256,44.4056499,21,2013,"1 station, industrial, urban",measured data,9,measured data,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1614,Eur HI,ITA,Italy,SALICETO,"SALICETO, Italy",8.1668253,44.4139493,23,2013,0,measured data,15,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1604,Eur HI,ITA,Italy,RAVENNA,"RAVENNA, Italy",12.2035294,44.4183598,27,2013,0,measured data,18,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1427,Eur HI,ISR,Israel,Ra'anana,"Ra'anana, Israel",34.8457524,32.1896727,46,2014,"1 station, Transportation",converted from PM2.5,20,measured data,PM10: NA; PM2.5:>75%,"the Israeli Ministry of Environmental Protection site (http://www.svivaaqm.net/Default.rtl.aspx); QA/QC - Technion Center of Excellence in Exposure Science and Environmental Health, TCEEH"
2081,Eur LMI,ROU,Romania,BUCHAREST,"BUCHAREST, Romania",26.1025384,44.4267674,31,2013,0,measured data,23,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2107,Eur LMI,ROU,Romania,SLATINA,"SLATINA, Romania",24.3716904,44.4301677,25,2013,0,measured data,18,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
2807,Amr HI,USA,United States of America,"Marshall, MN","Marshall, MN, United States of America",-95.7911916,44.448423,11,2014,"1 station, NA",converted from PM2.5,6,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1618,Eur HI,ITA,Italy,SAN LAZZARO DI SAVENA,"SAN LAZZARO DI SAVENA, Italy",11.402955,44.47292,25,2013,0,measured data,16,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
1461,Eur HI,ITA,Italy,BOLOGNA,"BOLOGNA, Italy",11.3426163,44.494887,25,2013,"2 stations, background, urban",measured data,17,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
897,Eur HI,FRA,France,MARMANDE,"MARMANDE, France",0.159869,44.500484,22,2014,"1 station, Traffic urban",measured data,13,measured data,PM10: >75%; PM2.5:>75%,"Ministère de l'environnement, de l'énergie et de la mer"
1442,Eur HI,ITA,Italy,ALFONSINE,"ALFONSINE, Italy",12.0430671,44.5059036,37,2013,"1 station, background, rural",converted from PM2.5,24,measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2649,Amr HI,USA,United States of America,"Burlington-South Burlington, VT","Burlington-South Burlington, VT, United States of America",-73.1452091,44.5063279,10,2014,"3 stations, NA",converted from PM2.5,5,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1488,Eur HI,ITA,Italy,CASTELLARANO,"CASTELLARANO, Italy",10.7331623,44.5132514,25,2013,"1 station, traffic, urban",measured data,17,measured data,PM10: >75%; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
2736,Amr HI,USA,United States of America,"Green Bay, WI","Green Bay, WI, United States of America",-88.019826,44.519159,17,2014,"1 station, NA",converted from PM2.5,9,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2624,Amr HI,USA,United States of America,"Augusta-Waterville, ME","Augusta-Waterville, ME, United States of America",-69.6529268,44.5201866,13,2014,"1 station, NA",converted from PM2.5,7,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
2848,Amr HI,USA,United States of America,"Not in a City,Hancock,ME","Not in a City,Hancock,ME, United States of America",-68.2537463,44.5291357,8,2014,"1 station, NA",converted from PM2.5,4,measured data,PM10: NA; PM2.5:<75%,Environmental Protection Agency (EPA)
1521,Eur HI,ITA,Italy,FIORANO MODENESE,"FIORANO MODENESE, Italy",10.828492,44.53197,33,2013,0,measured data,22,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
163,Eur LMI,BIH,Bosnia and Herzegovina,TUZLA,"TUZLA, Bosnia and Herzegovina",18.6734688,44.5374611,108,2010,"2 stations, traffic urban",converted from PM2.5,65,measured data,PM10: NA; PM2.5:>75%,"European Environment Agency, Air quality e-reporting database"
1630,Eur HI,ITA,Italy,SASSUOLO,"SASSUOLO, Italy",10.7847741,44.54433,26,2013,0,measured data,17,converted from PM10,PM10: >75%; PM2.5:NA,"European Environment Agency, Air quality e-reporting database"
491,Wpr LMI,CHN,China,Mudanjiang,"Mudanjiang, China",129.633169,44.551653,75,2014,"5 stations, NA",converted from PM2.5,50,measured data,PM10: NA; PM2.5:<75 % but annually representative,China National Environmental Monitoring Center
834,Eur HI,FRA,France,GAP,"GAP, France",6.079758,44.559638,21,2014,"2 stations, Background urban",measured data,13,measured data,PM10: >75%; PM2.5:>75%,"Ministère de l'environnement, de l'énergie et de la mer"
